chr sx dx TE BLAST_len TE_len dist_5 dist_3 diff_len
scaffold_5 38106894 38106911 scaffold_3_29634038_29639094 5049 5057 7 0 8
scaffold_5 38319841 38319850 scaffold_3_24306323_24307564 647 1242 474 120 595
scaffold_5 38468553 38468547 scaffold_3_24306323_24307564 628 1242 474 139 614
scaffold_5 38620051 38620058 scaffold_3_38638188_38640570 2353 2383 29 0 30
scaffold_5 38654777 38654802 36_NHF 435 436 0 0 1
scaffold_5 38747510 38747513 scaffold_2_28247391_28248366 975 976 0 0 1
scaffold_5 38799050 38799077 scaffold_3_24306323_24307564 846 1242 366 29 396
scaffold_5 39043156 39043153 scaffold_1_11125763_11127216 1453 1454 0 0 1
scaffold_5 39082078 39082130 scaffold_8_9633569_9638902 5326 5334 0 7 8
scaffold_5 39344031 39344027 scaffold_3_24306323_24307564 849 1242 358 34 393
scaffold_5 39374525 39374527 scaffold_3_24306323_24307564 854 1242 363 24 388
scaffold_5 39898098 39898126 scaffold_4_14971368_14973091 1715 1724 0 8 9
scaffold_5 39914484 39914547 284_NHF 170 171 0 0 1
scaffold_5 40422783 40422789 5230_NHF 151 250 0 98 99
scaffold_5 40492616 40492609 scaffold_2_35661161_35662038 871 878 6 0 7
scaffold_5 40624627 40624633 scaffold_3_24306323_24307564 845 1242 359 37 397
scaffold_5 40625339 40625365 756_NHF 120 132 8 3 12
scaffold_5 40626583 40626613 9_NHF 568 611 0 42 43
scaffold_5 40776079 40776083 scaffold_5_32664836_32665671 819 836 4 12 17
scaffold_5 40839406 40839394 scaffold_5_4147764_4148616 851 853 0 1 2
scaffold_5 40850074 40850105 scaffold_4_66590_72030 5415 5441 0 25 26
scaffold_5 41092578 41092590 scaffold_3_24306323_24307564 838 1242 378 25 404
scaffold_5 41127066 41127060 scaffold_5_42966282_42967386 1078 1105 2 24 27
scaffold_5 41313313 41313330 scaffold_2_6511661_6528326 16577 16666 65 23 89
scaffold_5 41443406 41443412 scaffold_3_24306323_24307564 853 1242 361 27 389
scaffold_5 41742440 41742460 scaffold_2_11982350_11983652 1302 1303 0 0 1
scaffold_5 42062132 42062170 scaffold_3_24306323_24307564 821 1242 359 61 421
scaffold_5 42085133 42085476 scaffold_9_8945383_8950216 4833 4834 0 0 1
scaffold_5 42190943 42190942 scaffold_7_15607706_15615188 7419 7483 56 7 64
scaffold_5 42219977 42219994 scaffold_3_24306323_24307564 858 1242 356 27 384
scaffold_5 42383773 42383780 scaffold_4_8894176_8905827 11611 11652 24 16 41
scaffold_5 42443036 42443018 9_NHF 608 611 0 2 3
scaffold_5 42523311 42523322 scaffold_3_11372242_11373652 962 1411 359 89 449
scaffold_5 42536247 42536257 scaffold_5_42192884_42194340 1438 1457 18 0 19
scaffold_5 42688037 42688032 scaffold_1_22291984_22293504 1520 1521 0 0 1
scaffold_5 42853269 42853259 scaffold_5_4389002_4408042 18988 19041 1 51 53
scaffold_5 43089060 43089066 scaffold_3_24306323_24307564 826 1242 356 59 416
scaffold_5 43151027 43151026 36_NHF 409 436 21 5 27
scaffold_5 43197914 43197903 scaffold_2_9627132_9635652 8503 8521 6 11 18
scaffold_5 43297797 43297940 scaffold_6_22580785_22592705 9065 11921 1910 945 2856
scaffold_6 396018 396016 scaffold_4_15603508_15609122 5187 5615 374 53 428
scaffold_6 500875 500881 scaffold_3_5790872_5795354 4482 4483 0 0 1
scaffold_6 549197 549191 scaffold_9_27023088_27040356 17245 17269 13 10 24
scaffold_6 551804 551808 scaffold_3_16880149_16885313 5149 5165 14 1 16
scaffold_6 574804 575036 scaffold_8_10772634_10777972 4039 5339 1282 17 1300
scaffold_6 999185 999189 scaffold_3_44343085_44344850 1760 1766 0 5 6
scaffold_6 1030904 1030942 scaffold_1_18286588_18294653 7957 8066 42 66 109
scaffold_6 1211736 1211911 rnd_1_family_460_Unknown 232 450 0 217 218
scaffold_6 1401945 1402183 3976_NHF 364 686 82 239 322
scaffold_6 1451931 1451935 scaffold_5_31959243_31965442 5717 6200 3 479 483
scaffold_6 1495745 1495751 scaffold_2_10889027_10891766 2735 2740 0 4 5
scaffold_6 1908788 1908833 4938_NHF 123 198 3 71 75
scaffold_6 1927789 1927791 scaffold_1_18716005_18717000 975 996 17 3 21
scaffold_6 1954322 1954349 scaffold_3_20880076_20881521 806 1446 338 301 640
scaffold_6 1983970 1984312 scaffold_1_17230843_17241663 9388 10821 629 803 1433
scaffold_6 2016966 2017013 scaffold_8_10719284_10754432 20746 35149 8021 6381 14403
scaffold_6 2182679 2182701 scaffold_2_26448762_26455380 6012 6619 469 137 607
scaffold_6 2253786 2253797 scaffold_3_16011184_16023459 12275 12276 0 0 1
scaffold_6 2544971 2544970 2608_NHF 138 152 0 13 14
scaffold_6 2786173 2786286 scaffold_9_13708868_13721255 11792 12388 582 13 596
scaffold_6 2795817 2795903 scaffold_3_34498894_34513021 12907 14128 1112 108 1221
scaffold_6 2869240 2869533 scaffold_3_39136204_39141028 2548 4825 252 2024 2277
scaffold_6 3231091 3231426 scaffold_8_17685294_17686750 1091 1457 154 211 366
scaffold_6 3400049 3400114 scaffold_9_19057961_19064583 6621 6623 0 1 2
scaffold_6 3873190 3873532 scaffold_3_39975924_39981657 4876 5734 629 228 858
scaffold_6 4054093 4054181 scaffold_2_6511661_6528326 16440 16666 126 99 226
scaffold_6 4055889 4055885 scaffold_9_24137564_24138916 1348 1353 1 3 5
scaffold_6 4196977 4196988 scaffold_7_13557306_13560488 3131 3183 7 44 52
scaffold_6 4551348 4551518 scaffold_6_4908486_4921121 8449 12636 4102 84 4187
scaffold_6 4724647 4724664 scaffold_8_12695920_12720562 24624 24643 2 16 19
scaffold_6 5112495 5112503 scaffold_9_27639024_27640081 1045 1058 0 12 13
scaffold_6 5251937 5251982 scaffold_9_18241661_18283342 41291 41682 113 277 391
scaffold_6 5280091 5280111 scaffold_1_23168331_23169806 1436 1476 20 19 40
scaffold_6 5326261 5326265 scaffold_5_32607078_32608647 1298 1570 269 2 272
scaffold_6 5422947 5422934 scaffold_8_23991586_23993077 1294 1492 89 108 198
scaffold_6 5663209 5663217 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_6 5670214 5670241 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_6 6001375 6001616 scaffold_3_15931442_15943816 12361 12375 0 13 14
scaffold_6 6018159 6018167 scaffold_7_11180696_11187679 6890 6984 54 39 94
scaffold_6 6133764 6133767 scaffold_2_22580122_22592375 12241 12254 7 5 13
scaffold_6 6324021 6324031 scaffold_9_27023705_27035992 12264 12288 21 2 24
scaffold_6 6437016 6437052 28_NHF 349 357 0 7 8
scaffold_6 6604704 6604703 scaffold_5_4408781_4409702 920 922 1 0 2
scaffold_6 6654570 6654620 scaffold_9_13089780_13102314 12534 12535 0 0 1
scaffold_6 6883423 6883418 scaffold_1_11125763_11127216 1439 1454 0 14 15
scaffold_6 6974969 6974971 scaffold_6_2556759_2566628 9828 9870 1 40 42
scaffold_6 7001891 7001927 scaffold_3_45769284_45774018 4726 4735 0 8 9
scaffold_6 7312514 7312661 scaffold_6_7305833_7312881 6920 7049 57 71 129
scaffold_6 7374733 7374754 scaffold_2_10406298_10407475 1054 1178 95 28 124
scaffold_6 7487481 7487507 scaffold_5_33896158_33897176 1008 1019 10 0 11
scaffold_6 7848643 7848666 scaffold_9_2916566_2921115 4543 4550 2 4 7
scaffold_6 7938032 7938104 scaffold_1_15541075_15553392 12317 12318 0 0 1
scaffold_6 8005515 8005590 962_NHF 108 189 80 0 81
scaffold_6 8091366 8091385 scaffold_9_2861036_2863762 2687 2727 39 0 40
scaffold_6 8279141 8279146 2608_NHF 138 152 0 13 14
scaffold_6 8432355 8432443 2102_NHF 1565 1569 0 3 4
scaffold_6 8498982 8498983 scaffold_3_23457546_23461144 3570 3599 26 2 29
scaffold_6 8526910 8526893 scaffold_5_1150221_1155023 4785 4803 0 17 18
scaffold_6 8546141 8546157 scaffold_4_3733996_3738790 4728 4795 52 14 67
scaffold_6 8698680 8698683 1326_LINE 2363 3306 942 0 943
scaffold_6 8903501 8903534 scaffold_6_18998734_19000082 1334 1349 12 2 15
scaffold_6 9020625 9020630 scaffold_3_34410844_34416321 5357 5478 39 81 121
scaffold_6 9445824 9445822 422_NHF 332 335 2 0 3
scaffold_6 9502560 9502552 scaffold_3_465972_467802 1809 1831 0 21 22
scaffold_6 9587160 9587161 scaffold_8_19445124_19446472 1342 1349 6 0 7
scaffold_6 9777381 9777451 211_NHF 170 190 0 19 20
scaffold_6 9857006 9857036 scaffold_7_10354079_10355201 1118 1123 2 2 5
scaffold_6 10103337 10103377 scaffold_3_23683348_23695570 12220 12223 0 2 3
scaffold_6 10418045 10418056 257_NHF 606 657 41 9 51
scaffold_6 10453078 10453138 scaffold_5_42567461_42575297 7731 7837 86 19 106
scaffold_6 11000871 11000890 scaffold_4_22117041_22118525 1402 1485 58 24 83
scaffold_6 11018449 11018462 scaffold_3_23272684_23273932 1225 1249 3 20 24
scaffold_6 11043578 11043602 scaffold_2_5791461_5805142 13467 13682 1 213 215
scaffold_6 11219863 11219857 scaffold_9_21580176_21586444 5824 6269 76 368 445
scaffold_6 11230576 11230762 scaffold_6_11228252_11270965 40078 42714 2510 125 2636
scaffold_6 11819406 11819431 scaffold_9_9541908_9547364 5440 5457 1 15 17
scaffold_6 11833477 11833492 scaffold_3_24306323_24307564 858 1242 358 25 384
scaffold_6 11881856 11881869 scaffold_2_28772938_28773967 929 1030 19 81 101
scaffold_6 11953853 11953858 scaffold_8_8846606_8852087 5478 5482 1 2 4
scaffold_6 12086605 12086668 1480_NHF 743 1347 583 20 604
scaffold_6 12109897 12109890 scaffold_6_5064847_5065864 870 1018 43 104 148
scaffold_6 12170692 12170691 scaffold_5_27702519_27707886 5358 5368 1 8 10
scaffold_6 12191308 12191326 scaffold_1_15541075_15553392 12296 12318 3 18 22
scaffold_6 12292780 12292822 scaffold_2_23242400_23243754 1339 1355 0 15 16
scaffold_6 12314328 12314361 scaffold_4_23533519_23534968 1424 1450 25 0 26
scaffold_6 12357469 12357471 scaffold_9_27214584_27216006 1403 1423 0 19 20
scaffold_6 12436162 12436160 scaffold_1_20726929_20732236 5213 5308 3 91 95
scaffold_6 12454937 12455056 scaffold_3_49214780_49220466 5257 5687 310 119 430
scaffold_6 12567228 12567237 scaffold_3_33089438_33096156 6704 6719 6 8 15
scaffold_6 12690438 12690459 scaffold_4_8894176_8905827 11651 11652 0 0 1
scaffold_6 12769131 12769245 scaffold_6_15628104_15663958 20463 35855 10836 4555 15392
scaffold_6 12801247 12801250 scaffold_6_14864145_14867108 2894 2964 31 38 70
scaffold_6 12832876 12833106 71_NHF 715 738 11 11 23
scaffold_6 13487185 13487204 scaffold_9_29899152_29906195 7023 7044 19 1 21
scaffold_6 13497029 13497043 scaffold_3_36763599_36767505 3799 3907 72 35 108
scaffold_6 13657029 13657030 scaffold_7_14626126_14630982 4856 4857 0 0 1
scaffold_6 13920496 13920504 scaffold_7_14084975_14088199 3222 3225 2 0 3
scaffold_6 13990523 13990529 scaffold_3_35813496_35825829 12323 12334 10 0 11
scaffold_6 14045881 14045876 scaffold_2_24545445_24549456 3978 4012 9 24 34
scaffold_6 14447802 14447894 scaffold_5_39903880_39904710 635 831 82 113 196
scaffold_6 14661858 14662028 61_LTR/Copia 4777 5131 102 251 354
scaffold_6 14863788 14863795 scaffold_3_35813496_35825829 12333 12334 0 0 1
scaffold_6 14883801 14883835 scaffold_9_3092499_3098354 5843 5856 12 0 13
scaffold_6 15107317 15107324 scaffold_9_6394889_6405974 11053 11086 0 32 33
scaffold_6 15345507 15345505 9_NHF 610 611 0 0 1
scaffold_6 15376338 15376364 scaffold_6_10006072_10007566 1420 1495 37 37 75
scaffold_6 15596520 15596536 11005_NHF 664 665 0 0 1
scaffold_6 15616944 15617013 scaffold_7_15122792_15124117 1321 1326 0 4 5
scaffold_6 15637621 15637611 scaffold_1_14180012_14201386 12565 21375 7332 1477 8810
scaffold_6 15699504 15699540 28_NHF 294 357 13 49 63
scaffold_6 15773214 15773205 scaffold_9_27777250_27787518 10229 10269 15 24 40
scaffold_6 16023055 16023077 scaffold_1_26688397_26689870 1393 1474 31 49 81
scaffold_6 16267192 16267248 scaffold_9_10612870_10620356 7486 7487 0 0 1
scaffold_6 16372469 16372564 scaffold_3_48511903_48513048 1145 1146 0 0 1
scaffold_6 16589190 16589189 scaffold_1_5438498_5440523 1759 2026 81 185 267
scaffold_6 16628210 16628286 scaffold_6_15604597_15605448 728 852 123 0 124
scaffold_6 16721364 16721371 650_LTR/Copia 322 558 232 3 236
scaffold_6 16723933 16724042 scaffold_8_12050598_12084591 20323 33994 10307 3363 13671
scaffold_6 17064965 17064990 scaffold_3_27141534_27152530 10966 10997 25 5 31
scaffold_6 17663565 17663574 scaffold_4_8054596_8062874 8278 8279 0 0 1
scaffold_6 17795655 17795773 583_NHF 79 80 0 0 1
scaffold_6 18474295 18474287 scaffold_3_24306323_24307564 645 1242 474 122 597
scaffold_6 18548109 18548104 scaffold_8_4441532_4447464 5776 5933 0 156 157
scaffold_6 18564216 18564218 115_NHF 204 333 0 128 129
scaffold_6 18576296 18576291 scaffold_9_25347119_25349494 2373 2376 0 2 3
scaffold_6 18578594 18578606 scaffold_3_24306323_24307564 836 1242 354 51 406
scaffold_6 18605942 18605965 scaffold_7_13065624_13067285 1621 1662 37 3 41
scaffold_6 18870350 18870347 scaffold_9_241000_253167 12159 12168 0 8 9
scaffold_6 18908572 18908574 scaffold_2_23526880_23527833 953 954 0 0 1
scaffold_6 19058846 19058843 scaffold_3_24306323_24307564 860 1242 358 23 382
scaffold_6 19113946 19113940 scaffold_6_10565234_10566110 865 877 0 11 12
scaffold_6 19129234 19129229 188_NHF 443 473 1 28 30
scaffold_6 19396930 19396931 scaffold_4_14397734_14402954 4894 5221 157 169 327
scaffold_6 19424305 19424302 scaffold_1_18716005_18717000 994 996 0 1 2
scaffold_6 19595084 19595076 scaffold_3_24306323_24307564 645 1242 474 122 597
scaffold_6 20039327 20039338 9_NHF 610 611 0 0 1
scaffold_6 20241509 20241519 scaffold_9_20172445_20173772 1327 1328 0 0 1
scaffold_6 20248314 20248319 4_NHF 1009 1010 0 0 1
scaffold_6 20544798 20544813 scaffold_3_47312923_47317856 4924 4934 0 9 10
scaffold_6 20571527 20571544 scaffold_3_6092532_6097756 5194 5225 11 19 31
scaffold_6 20594808 20594819 718_NHF 682 684 1 0 2
scaffold_6 20880430 20880433 scaffold_3_38141968_38143224 1217 1257 28 11 40
scaffold_6 21032467 21032479 scaffold_5_4389002_4408042 19039 19041 1 0 2
scaffold_6 21057595 21057589 2608_NHF 151 152 0 0 1
scaffold_6 21559076 21559081 scaffold_3_24306323_24307564 811 1242 358 72 431
scaffold_6 21993521 21993644 422_NHF 264 335 41 29 71
scaffold_6 22020175 22020179 9_NHF 610 611 0 0 1
scaffold_6 22033899 22033962 1360_NHF 549 550 0 0 1
scaffold_6 22105964 22105963 scaffold_3_24306323_24307564 848 1242 366 27 394
scaffold_6 22299642 22299663 scaffold_7_11479921_11480900 977 980 0 2 3
scaffold_6 22323074 22323103 scaffold_8_24077606_24086836 9225 9231 0 5 6
scaffold_6 22340196 22340193 scaffold_3_24306323_24307564 639 1242 480 122 603
scaffold_6 22342110 22342169 scaffold_3_24306323_24307564 816 1242 359 66 426
scaffold_6 22348211 22348311 scaffold_5_24039647_24042086 2439 2440 0 0 1
scaffold_6 22482753 22482830 scaffold_6_24726046_24727998 1874 1953 61 17 79
scaffold_6 22486071 22486140 scaffold_3_23272684_23273932 1236 1249 0 12 13
scaffold_6 22622260 22622256 962_NHF 179 189 2 7 10
scaffold_6 22776887 22777030 scaffold_6_10251752_10252961 780 1210 79 350 430
scaffold_6 23156175 23156217 scaffold_8_18260090_18261222 1127 1133 0 5 6
scaffold_6 23223341 23223338 scaffold_3_5790872_5795354 4482 4483 0 0 1
scaffold_6 23251115 23251133 9700_NHF 174 209 0 34 35
scaffold_6 23338154 23338194 scaffold_1_18716005_18717000 950 996 0 45 46
scaffold_6 23369169 23369159 scaffold_4_22634965_22635765 784 801 0 16 17
scaffold_6 23450222 23450217 scaffold_8_15053136_15057559 4396 4424 0 27 28
scaffold_6 23501561 23501557 scaffold_9_29144354_29145217 747 864 100 16 117
scaffold_6 23523119 23523145 scaffold_4_25414835_25415595 721 761 23 16 40
scaffold_6 23800233 23800247 10985_NHF 104 129 0 24 25
scaffold_6 23835346 23835397 scaffold_2_25786948_25787971 610 1024 94 319 414
scaffold_6 23867115 23867131 scaffold_9_15392198_15393115 913 918 0 4 5
scaffold_6 24096886 24096888 scaffold_9_2916566_2921115 4531 4550 3 15 19
scaffold_6 24371270 24371329 scaffold_6_25256182_25261359 5168 5178 8 1 10
scaffold_6 24403405 24403469 scaffold_6_24402276_24410040 6269 7765 1181 314 1496
scaffold_6 24461681 24461677 scaffold_5_31959243_31965442 6179 6200 3 17 21
scaffold_6 24699553 24699576 1057_NHF 699 756 56 0 57
scaffold_6 24707999 24708042 scaffold_1_28061024_28062337 1309 1314 0 4 5
scaffold_6 24988928 24988919 scaffold_9_6735624_6740678 4991 5055 63 0 64
scaffold_6 25011069 25011073 scaffold_1_2525140_2526364 678 1225 457 89 547
scaffold_6 25373908 25373903 scaffold_5_38866256_38869443 3171 3188 2 14 17
scaffold_6 25442553 25442552 scaffold_3_9567209_9568133 914 925 4 6 11
scaffold_6 25446736 25446727 scaffold_5_32664836_32665671 821 836 2 12 15
scaffold_7 64994 64988 3455_NHF 658 659 0 0 1
scaffold_7 321185 321243 9_NHF 610 611 0 0 1
scaffold_7 626095 626112 scaffold_1_20989391_20990415 1017 1025 7 0 8
scaffold_7 841535 841579 scaffold_3_25477662_25479157 1454 1496 1 40 42
scaffold_7 842553 842565 scaffold_7_17908140_17909206 1042 1067 15 9 25
scaffold_7 963163 963173 scaffold_5_26093730_26099277 5398 5548 139 10 150
scaffold_7 976389 976599 scaffold_9_10785380_10791464 5615 6085 467 2 470
scaffold_7 1001347 1001351 scaffold_1_22291984_22293504 1520 1521 0 0 1
scaffold_7 1578153 1578221 scaffold_4_13758846_13760072 1221 1227 5 0 6
scaffold_7 1699132 1699175 756_NHF 129 132 2 0 3
scaffold_7 1766840 1766846 scaffold_5_16332917_16343425 10487 10509 18 3 22
scaffold_7 1848011 1848010 41_NHF 362 366 3 0 4
scaffold_7 1880225 1880214 scaffold_3_41651488_41655020 1931 3533 854 747 1602
scaffold_7 1975047 1975040 scaffold_9_29144354_29145217 841 864 22 0 23
scaffold_7 2063232 2063246 scaffold_7_1386898_1392852 5888 5955 66 0 67
scaffold_7 2403318 2403527 scaffold_5_2166944_2172372 4608 5429 638 182 821
scaffold_7 2563373 2563411 scaffold_7_3958215_3959114 890 900 0 9 10
scaffold_7 2649947 2649956 scaffold_5_37813592_37815052 1448 1461 12 0 13
scaffold_7 2806745 2807066 scaffold_6_4908486_4921121 8505 12636 4019 111 4131
scaffold_7 2854960 2854967 scaffold_2_23526880_23527833 910 954 4 39 44
scaffold_7 2880324 2880333 scaffold_7_11479921_11480900 977 980 0 2 3
scaffold_7 3168014 3168017 scaffold_8_5569174_5574816 5598 5643 25 19 45
scaffold_7 3177310 3177312 scaffold_3_24306323_24307564 847 1242 367 27 395
scaffold_7 3212218 3212210 scaffold_6_10565234_10566110 871 877 0 5 6
scaffold_7 3442536 3442527 scaffold_3_4725912_4735050 9127 9139 0 11 12
scaffold_7 3599746 3599747 scaffold_7_15323742_15327719 3933 3978 5 39 45
scaffold_7 3617810 3617823 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_7 3774762 3774751 115_NHF 268 333 4 60 65
scaffold_7 3795826 3795829 scaffold_3_1487538_1498508 10940 10971 0 30 31
scaffold_7 3992385 3992419 2608_NHF 138 152 0 13 14
scaffold_7 4032497 4032545 scaffold_4_22226883_22228947 1768 2065 62 234 297
scaffold_7 4043558 4043546 9_NHF 607 611 3 0 4
scaffold_7 4049732 4049740 scaffold_6_13468724_13473148 4420 4425 4 0 5
scaffold_7 4172063 4172069 scaffold_5_4147764_4148616 831 853 19 2 22
scaffold_7 4206350 4206422 scaffold_1_14641783_14650976 9155 9194 38 0 39
scaffold_7 4231580 4231581 scaffold_5_4147764_4148616 775 853 0 77 78
scaffold_7 4336704 4336696 scaffold_6_17672789_17673859 1024 1071 46 0 47
scaffold_7 4370145 4370166 scaffold_3_25477662_25479157 1488 1496 0 7 8
scaffold_7 4591246 4591249 scaffold_7_6731728_6732792 878 1065 44 142 187
scaffold_7 4983957 4983950 scaffold_3_25477662_25479157 1440 1496 1 54 56
scaffold_7 5017334 5017327 scaffold_7_7088212_7117448 29190 29237 39 7 47
scaffold_7 5302467 5302477 scaffold_5_42176941_42183308 6354 6368 13 0 14
scaffold_7 5412595 5412624 scaffold_3_24306323_24307564 818 1242 358 65 424
scaffold_7 5425135 5425143 scaffold_1_8465975_8474381 6177 8407 1237 992 2230
scaffold_7 5755464 5755480 scaffold_6_13468724_13473148 4420 4425 4 0 5
scaffold_7 5783371 5783677 scaffold_7_5782964_5784470 1176 1507 0 330 331
scaffold_7 6135204 6135243 756_NHF 127 132 0 4 5
scaffold_7 6339522 6339572 266_NHF 136 141 0 4 5
scaffold_7 6546643 6546657 scaffold_3_28626125_28631538 5413 5414 0 0 1
scaffold_7 7084283 7084279 scaffold_3_24306323_24307564 828 1242 359 54 414
scaffold_7 7120794 7120799 scaffold_9_24119240_24131902 12636 12663 26 0 27
scaffold_7 7132863 7132893 scaffold_3_32189512_32191960 2448 2449 0 0 1
scaffold_7 7433750 7433844 698_NHF 241 426 184 0 185
scaffold_7 7804563 7804578 115_NHF 329 333 0 3 4
scaffold_7 7813159 7813171 scaffold_6_601653_614124 12463 12472 8 0 9
scaffold_7 7947558 7947554 scaffold_1_9535399_9540448 4852 5050 113 84 198
scaffold_7 8185338 8185353 scaffold_7_7926669_7927421 718 753 34 0 35
scaffold_7 8536313 8536370 scaffold_3_9812752_9813565 780 814 0 33 34
scaffold_7 8677173 8677178 scaffold_8_10892703_10894076 1345 1374 25 3 29
scaffold_7 8678621 8678657 3500_NHF 321 322 0 0 1
scaffold_7 8750192 8750205 scaffold_1_26688397_26689870 1455 1474 5 13 19
scaffold_7 9045486 9045474 422_NHF 332 335 2 0 3
scaffold_7 9081865 9081883 scaffold_1_8401818_8404814 2984 2997 12 0 13
scaffold_7 9150192 9150206 9640_NHF 186 231 0 44 45
scaffold_7 9358193 9358214 scaffold_5_13310244_13314922 4678 4679 0 0 1
scaffold_7 9373373 9373368 scaffold_3_24306323_24307564 856 1242 358 27 386
scaffold_7 9526876 9526874 3736_NHF 464 465 0 0 1
scaffold_7 9727699 9727694 scaffold_2_8616014_8619003 2943 2990 0 46 47
scaffold_7 9865726 9865723 scaffold_3_35133775_35169948 36117 36174 56 0 57
scaffold_7 10043256 10043268 scaffold_3_25477662_25479157 1440 1496 23 32 56
scaffold_7 10119534 10119535 scaffold_1_27662754_27671338 8582 8585 0 2 3
scaffold_7 10463797 10463788 scaffold_4_25414835_25415595 739 761 21 0 22
scaffold_7 10493129 10493162 scaffold_2_9859420_9860388 968 969 0 0 1
scaffold_7 10495970 10495966 517_NHF 769 819 22 27 50
scaffold_7 10590451 10590454 scaffold_5_9518598_9524018 5371 5421 5 44 50
scaffold_7 10602018 10602288 scaffold_3_8846942_8852706 5265 5765 9 490 500
scaffold_7 10748452 10748448 scaffold_5_26900266_26901247 942 982 31 8 40
scaffold_7 10856633 10856614 scaffold_6_13008033_13026649 18236 18617 226 154 381
scaffold_7 10919263 10919283 28_NHF 356 357 0 0 1
scaffold_7 10955556 10955561 scaffold_1_16037689_16043036 5340 5348 0 7 8
scaffold_7 10958411 10958420 scaffold_9_9794374_9797540 3141 3167 10 15 26
scaffold_7 10982144 10982158 9_NHF 610 611 0 0 1
scaffold_7 11011368 11011427 756_NHF 125 132 0 6 7
scaffold_7 11046868 11046865 scaffold_5_11683132_11688632 5472 5501 28 0 29
scaffold_7 11115371 11115429 scaffold_5_37311672_37312574 893 903 6 3 10
scaffold_7 11214599 11214590 9_NHF 595 611 0 15 16
scaffold_7 11289199 11289206 scaffold_7_13500657_13506585 5926 5929 0 2 3
scaffold_7 11550531 11550527 scaffold_6_601653_614124 12418 12472 53 0 54
scaffold_7 11606002 11606277 scaffold_7_11584473_11606110 21429 21638 100 108 209
scaffold_7 11617460 11617490 scaffold_7_14838295_14842527 4221 4233 11 0 12
scaffold_7 12305973 12305972 scaffold_3_9918430_9923504 5052 5075 16 6 23
scaffold_7 12882747 12882776 41_NHF 349 366 9 7 17
scaffold_7 13013894 13013896 scaffold_3_12864197_12865065 808 869 14 46 61
scaffold_7 13036826 13036820 71_NHF 722 738 6 9 16
scaffold_7 13055299 13055339 scaffold_1_2073240_2074165 908 926 12 5 18
scaffold_7 13174595 13174629 scaffold_4_16940630_16949790 9160 9161 0 0 1
scaffold_7 13178397 13178412 scaffold_6_10907902_10919155 11196 11254 52 5 58
scaffold_7 13277136 13277147 scaffold_8_5917014_5922453 5417 5440 0 22 23
scaffold_7 13284279 13284287 scaffold_6_22501190_22513674 12478 12485 0 6 7
scaffold_7 13369036 13369027 scaffold_6_17672789_17673859 1070 1071 0 0 1
scaffold_7 13488176 13488190 268_NHF 648 686 0 37 38
scaffold_7 13563249 13563319 scaffold_5_7588951_7598676 9721 9726 0 4 5
scaffold_7 13697581 13697565 211_NHF 150 190 2 37 40
scaffold_7 13929662 13929664 scaffold_7_14626126_14630982 4856 4857 0 0 1
scaffold_7 14033459 14033463 1360_NHF 549 550 0 0 1
scaffold_7 14093910 14093932 scaffold_8_17685294_17686750 1436 1457 7 13 21
scaffold_7 14118720 14118763 scaffold_5_7588951_7598676 9722 9726 0 3 4
scaffold_7 14156522 14156545 scaffold_6_18444583_18446514 1788 1932 36 107 144
scaffold_7 14319311 14319331 scaffold_1_15541075_15553392 12302 12318 0 15 16
scaffold_7 14543178 14543220 scaffold_3_18111329_18119194 7859 7866 4 2 7
scaffold_7 14569227 14569243 scaffold_6_2556759_2566628 9846 9870 0 23 24
scaffold_7 14605588 14605612 scaffold_3_27944680_27946104 1424 1425 0 0 1
scaffold_7 14776669 14776686 scaffold_5_4147764_4148616 850 853 0 2 3
scaffold_7 14818669 14818667 scaffold_4_8894176_8905827 11646 11652 0 5 6
scaffold_7 14899208 14899214 9_NHF 602 611 8 0 9
scaffold_7 14908229 14908227 scaffold_4_23533519_23534968 1449 1450 0 0 1
scaffold_7 14991435 14991516 scaffold_9_17362993_17378713 14542 15721 178 1000 1179
scaffold_7 15070513 15070553 scaffold_9_11441239_11447406 6159 6168 4 4 9
scaffold_7 15343316 15343310 8740_NHF 174 194 3 16 20
scaffold_7 15478244 15478236 scaffold_3_24306323_24307564 856 1242 358 27 386
scaffold_7 15729630 15729624 scaffold_7_7820924_7824478 3535 3555 17 2 20
scaffold_7 15753235 15753225 scaffold_6_10565234_10566110 862 877 3 11 15
scaffold_7 15817393 15817386 scaffold_9_13701416_13702518 1053 1103 36 13 50
scaffold_7 15941828 15941835 scaffold_3_24306323_24307564 853 1242 363 25 389
scaffold_7 15979882 15980197 scaffold_1_6781284_6782471 857 1188 46 284 331
scaffold_7 16029119 16029114 scaffold_7_9196784_9197977 1145 1194 15 33 49
scaffold_7 16069006 16068989 60_NHF 169 317 139 8 148
scaffold_7 16089155 16089148 9_NHF 598 611 0 12 13
scaffold_7 16168713 16168715 scaffold_5_24039647_24042086 2439 2440 0 0 1
scaffold_7 16260843 16260844 scaffold_3_24306323_24307564 834 1242 373 34 408
scaffold_7 16396272 16396267 scaffold_4_1912034_1917128 5059 5095 35 0 36
scaffold_7 16453597 16453706 scaffold_6_13468724_13473148 4420 4425 4 0 5
